Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL,Source
"Clove Dental Clinic - Koramangala ST, Bangalore",,+91 40 3824 5711,"1st Floor, Shankar Plaza, 80 Feet Rd, above La Pino's Pizza",4.7,606,Unknown,"https://www.google.com/maps/place/Clove+Dental+Clinic+-+Koramangala+ST,+Bangalore/data=!4m7!3m6!1s0x3bae14670916b98b:0x930c0787862a1876!8m2!3d12.932532!4d77.6319172!16s%2Fg%2F11d_ylvvnb!19sChIJi7kWCWcUrjsRdhgqhocHDJM?authuser=0&hl=en&rclk=1",https://clovedental.in/dentist-near-me/bengaluru/koramangala?utm_source=website&utm_medium=gmb&utm_campaign=Koramangala_ST_GMB,Google Maps
Dental De Care | Dr Pramod KM | Invisalign & Orthodontic Centre | Koramangala,,+91 96111 26244,"3rd Block, 167, 8th A Main Rd",4.8,97,Unknown,https://www.google.com/maps/place/Dental+De+Care+%7C+Dr+Pramod+KM+%7C+Invisalign+%26+Orthodontic+Centre+%7C+Koramangala/data=!4m7!3m6!1s0x3bae145e0ca71e85:0x93c63ab87e847483!8m2!3d12.9289153!4d77.6294069!16s%2Fg%2F1tgdgf76!19sChIJhR6nDF4UrjsRg3SEfrg6xpM?authuser=0&hl=en&rclk=1,https://www.dentaldecare.com/,Google Maps
"Partha Dental Clinic - Koramangala, Bangalore| Invisalign Provider | Braces, Root Canal & Dental Implants",,+91 88857 42392,"80 Feet Rd, above Mega IT, beside Namdhari Fresh",4.6,146,Unknown,"https://www.google.com/maps/place/Partha+Dental+Clinic+-+Koramangala,+Bangalore%7C+Invisalign+Provider+%7C+Braces,+Root+Canal+%26+Dental+Implants/data=!4m7!3m6!1s0x3bae15fed48f849b:0xb081aa430636b519!8m2!3d12.9381544!4d77.6260465!16s%2Fg%2F11ryq__czg!19sChIJm4SP1P4VrjsRGbU2BkOqgbA?authuser=0&hl=en&rclk=1",https://parthadental.com/skin-hair-dental-clinic-koramangala/?utm_source=google&utm_medium=gmb&utm_campaign=koramangala,Google Maps
Dr Sheetal Shetty's Dental care | Dentist In Koramangala,,+91 63667 43749,"1st, 542c, 8th Main Rd",5.0,42,Unknown,https://www.google.com/maps/place/Dr+Sheetal+Shetty%27s+Dental+care+%7C+Dentist+In+Koramangala/data=!4m7!3m6!1s0x3bae1500494cd295:0x16b59ccd74c1a1e7!8m2!3d12.9307332!4d77.6293193!16s%2Fg%2F11njd_sxhy!19sChIJldJMSQAVrjsR56HBdM2ctRY?authuser=0&hl=en&rclk=1,https://www.findlocales.com/bangalore/bcontacts/all/details/9029/sky-dental-clinic---dentist-in-koramangala.html,Google Maps
Dochome,,+91 89104 70711,"1st Floor, GM Arcade Jyoti Nivas, No.58, College Road",4.8,59,Unknown,https://www.google.com/maps/place/Dochome/data=!4m7!3m6!1s0x3bae13e3a3c520c5:0x7a37dde238819776!8m2!3d12.9336445!4d77.6156666!16s%2Fg%2F11v6mx82rr!19sChIJxSDFo-MTrjsRdpeBOOLdN3o?authuser=0&hl=en&rclk=1,https://dochomeindia.in/,Google Maps
"Apollo Dental Clinic, Koramangala | Best Dental Clinic in Bengaluru | Root Canals, Aligners, Implants, Crowns",,+91 80500 27075,"51, Jyoti Nivas College Rd",4.7,325,Unknown,"https://www.google.com/maps/place/Apollo+Dental+Clinic,+Koramangala+%7C+Best+Dental+Clinic+in+Bengaluru+%7C+Root+Canals,+Aligners,+Implants,+Crowns/data=!4m7!3m6!1s0x3bae1451d1b9c205:0x5d2a7153de9f5fbd!8m2!3d12.9340819!4d77.6164345!16s%2Fg%2F11b_2q6yg5!19sChIJBcK50VEUrjsRvV-f3lNxKl0?authuser=0&hl=en&rclk=1",https://apollodental.in/?utm_source=GMB&utm_medium=GMBWebsiteButton&utm_campaign=GMBKoramangala,Google Maps
Elite Dental Care Dental Clinic,,+91 94490 51190,"618, 80 Feet Rd, near Maharaja Signal",5.0,47,Unknown,https://www.google.com/maps/place/Elite+Dental+Care+Dental+Clinic/data=!4m7!3m6!1s0x3bae157bde3c3765:0x3c36845d2c8054e9!8m2!3d12.9349931!4d77.6288311!16s%2Fg%2F11w4tjvytr!19sChIJZTc83nsVrjsR6VSALF2ENjw?authuser=0&hl=en&rclk=1,https://elitedentalcare.my.canva.site/,Google Maps
Dantastra Dental Hub,,+91 90191 24389,"216 ,G-FLOOR, 1st Main Rd",4.9,151,Unknown,https://www.google.com/maps/place/Dantastra+Dental+Hub/data=!4m7!3m6!1s0x89f0e84f49e2536f:0x3f59f860da8ba92!8m2!3d12.936894!4d77.6127948!16s%2Fg%2F11sf51gtz2!19sChIJb1PiSU_o8IkRkrqoDYaf9QM?authuser=0&hl=en&rclk=1,https://www.dantastradentalhub.com/,Google Maps
Jas Dental Jakkasandra,,+91 95911 11177,"First Floor, 96, Sarjapur Main Road, near Shell Petrol Bunk",4.9,496,Unknown,https://www.google.com/maps/place/Jas+Dental+Jakkasandra/data=!4m7!3m6!1s0x3bae1462705818ff:0xeb5f197df40bd0aa!8m2!3d12.9247034!4d77.6383959!16s%2Fg%2F11ckw28rz3!19sChIJ_xhYcGIUrjsRqtAL9H0ZX-s?authuser=0&hl=en&rclk=1,https://jasdental.in/,Google Maps
Dentis Zone,,+91 91104 42603,"598, Basement, 17th Main, 5th Cross Rd",5.0,167,Unknown,https://www.google.com/maps/place/Dentis+Zone/data=!4m7!3m6!1s0x3bae144317ee5fe9:0x16cd953dbfcea799!8m2!3d12.9363582!4d77.6271018!16s%2Fg%2F11ddzdbz22!19sChIJ6V_uF0MUrjsRmafOvz2VzRY?authuser=0&hl=en&rclk=1,https://www.dentiszone.com/,Google Maps
Ethicura Dental,,+91 98457 28378,"No.15, 1st Floor, 19th Main Road, 60 Feet Rd",5.0,76,Unknown,https://www.google.com/maps/place/Ethicura+Dental/data=!4m7!3m6!1s0x3bae1584c4f3a10d:0x156856fe9e9c2695!8m2!3d12.9376036!4d77.6191825!16s%2Fg%2F11nhxmr1wj!19sChIJDaHzxIQVrjsRlSacnv5WaBU?authuser=0&hl=en&rclk=1,https://www.ethicuradental.in/,Google Maps
Best Smiles Dental - Advanced Aesthetics and Implant Centre,,+91 90082 84481,"no-1, K.R garden, 80 Feet Rd",5.0,214,Unknown,https://www.google.com/maps/place/Best+Smiles+Dental+-+Advanced+Aesthetics+and+Implant+Centre/data=!4m7!3m6!1s0x3bae151866a35565:0xedf4d8016be0619!8m2!3d12.9440495!4d77.6208108!16s%2Fg%2F11sv7djfvc!19sChIJZVWjZhgVrjsRGQa-FoBN3w4?authuser=0&hl=en&rclk=1,https://bestsmilesdentalkoramangala.com/,Google Maps
Aditi Oro Dental Care-Pediatric Dentist in Koramangala-Pediatric Dental Clinic Koramangala,,+91 87970 31132,"Building No 30, First Floor, 1st Main Rd, above Axis Bank",4.9,78,Unknown,https://www.google.com/maps/place/Aditi+Oro+Dental+Care-Pediatric+Dentist+in+Koramangala-Pediatric+Dental+Clinic+Koramangala/data=!4m7!3m6!1s0x3bae1502d6283d71:0x1daefefcea3eb563!8m2!3d12.9285976!4d77.635888!16s%2Fg%2F11s9vvdcqs!19sChIJcT0o1gIVrjsRY7U-6vz-rh0?authuser=0&hl=en&rclk=1,http://www.aditiorodentalcare.com/,Google Maps
Zen Dental and Health Care,,+91 91089 18009,"#649, Mezzanine floor, Outer Ring Rd",4.9,130,Unknown,https://www.google.com/maps/place/Zen+Dental+and+Health+Care/data=!4m7!3m6!1s0x3bae14430c1915a9:0xe43a0a7d0bf9cdf3!8m2!3d12.9372652!4d77.6267166!16s%2Fg%2F11f03py76g!19sChIJqRUZDEMUrjsR8835C30KOuQ?authuser=0&hl=en&rclk=1,http://zendental.in/,Google Maps
"OrthoSquare Dental Clinic - Jakkasandra Extension, Bengaluru",,+91 8071 820 858,"First Block, 96, Sarjapur - Marathahalli Rd, nearby Shell Petrol Pump",4.9,395,Unknown,"https://www.google.com/maps/place/OrthoSquare+Dental+Clinic+-+Jakkasandra+Extension,+Bengaluru/data=!4m7!3m6!1s0x3bae15474b121fc9:0x673d7c5bc2721f14!8m2!3d12.9248396!4d77.6381852!16s%2Fg%2F11llyjbtff!19sChIJyR8SS0cVrjsRFB9ywlt8PWc?authuser=0&hl=en&rclk=1",https://dental-clinics.orthosquare.com/near-me/bengaluru/jakkasandra-extension/orthosquare-dental-clinic-in-jakkasandra-extension-bengaluru--7AqUA7/home,Google Maps
Smile Dental Orthodontic & Implant Clinic,,+91 99809 23724,"73/A, 17th E Main Rd",5.0,27,Unknown,https://www.google.com/maps/place/Smile+Dental+Orthodontic+%26+Implant+Clinic/data=!4m7!3m6!1s0x3bae1445bc172b99:0x1ed1c9cd5bee7930!8m2!3d12.9363875!4d77.6226641!16s%2Fg%2F12m9gdhsn!19sChIJmSsXvEUUrjsRMHnuW83J0R4?authuser=0&hl=en&rclk=1,https://click4appointment.com/clinic-details/smiledentalorthodonticimplantclinic-2687,Google Maps
Dr.Kishor’s Dentistry - Invisalign Centre,,+91 99948 40000,"1st Floor, No.36, TVS Signal, above Titan World",4.7,78,Unknown,https://www.google.com/maps/place/Dr.Kishor%E2%80%99s+Dentistry+-+Invisalign+Centre/data=!4m7!3m6!1s0x3bae15f0d6ba453b:0x2a1778d0f065b7fd!8m2!3d12.9351308!4d77.6240524!16s%2Fg%2F11yv_9jnc2!19sChIJO0W61vAVrjsR_bdl8NB4Fyo?authuser=0&hl=en&rclk=1,https://kishorsdentistry.com/,Google Maps
Priya dental clinic,,+91 95914 40337,"534/A, 7th Cross Rd",4.4,67,Unknown,https://www.google.com/maps/place/Priya+dental+clinic/data=!4m7!3m6!1s0x3bae145b91fd1641:0x496c15bbc79d66c5!8m2!3d12.930031!4d77.630062!16s%2Fg%2F1hfc61_jx!19sChIJQRb9kVsUrjsRxWadx7sVbEk?authuser=0&hl=en&rclk=1,https://priyadental.com/,Google Maps
Expressions Multi Speciality Dental Clinic | Dr. Rajeev Kumar G - Koramangala,,+91 63640 00643,"1st Floor, 474",4.9,50,Unknown,https://www.google.com/maps/place/Expressions+Multi+Speciality+Dental+Clinic+%7C+Dr.+Rajeev+Kumar+G+-+Koramangala/data=!4m7!3m6!1s0x3bae144effffffeb:0x64b9b701c0999ef!8m2!3d12.9338404!4d77.619591!16s%2Fg%2F1xgrlcvd!19sChIJ6____04UrjsR75kJHHCbSwY?authuser=0&hl=en&rclk=1,https://expressionsdc.in/,Google Maps
Sparkling Smiles Dental Clinic,,+91 78995 61720,"20, 1st Main Rd, opp. Nayara Petrol Pump",4.9,54,Unknown,https://www.google.com/maps/place/Sparkling+Smiles+Dental+Clinic/data=!4m7!3m6!1s0x3bae1580e487bb17:0x20b1e69a3250ee9e!8m2!3d12.9279175!4d77.6370711!16s%2Fg%2F11w3hj8_kg!19sChIJF7uH5IAVrjsRnu5QMprmsSA?authuser=0&hl=en&rclk=1,https://sparklingsmiles.in/treatment.php,Google Maps
RR Dental Hospital,,+91 95000 17242,"murugan temple, Landmark :Opposite to Hotel Ambika Empire, 98, Jawaharlal Nehru Salai, behind vadapalani",4.9,1888,Unknown,https://www.google.com/maps/place/RR+Dental+Hospital/data=!4m7!3m6!1s0x3a5266e71bb212cd:0x6cac6199ab130f6a!8m2!3d13.0550966!4d80.2117063!16s%2Fg%2F1tfqjtgl!19sChIJzRKyG-dmUjoRag8Tq5lhrGw?authuser=0&hl=en&rclk=1,http://www.rrdentalhospital.com/,Google Maps
Malligai Dental Hospital,,+91 80150 22207,"Post Office Building, 107, Lake View Rd",4.9,1419,Unknown,https://www.google.com/maps/place/Malligai+Dental+Hospital/data=!4m7!3m6!1s0x3a5266fc492b0f39:0xee089442a0dbc03a!8m2!3d13.0356256!4d80.2205721!16s%2Fg%2F1hm2ykv8t!19sChIJOQ8rSfxmUjoROsDboEKUCO4?authuser=0&hl=en&rclk=1,https://www.malligaidental.com/,Google Maps
Oasis Dental Care - Dr Deepa Shamej | Multispeciality Dental Clinic and Orthodontic Centre,,+91 72001 53589,"First Floor, No: 3/10, TSD Nagar 1st Main Road, Valluvar Salai, behind SBI",4.9,269,Unknown,https://www.google.com/maps/place/Oasis+Dental+Care+-+Dr+Deepa+Shamej+%7C+Multispeciality+Dental+Clinic+and+Orthodontic+Centre/data=!4m7!3m6!1s0x3a52673fa07fd9f9:0xbb4ab176328d57d1!8m2!3d13.0731966!4d80.2043049!16s%2Fg%2F11n8dm0sjr!19sChIJ-dl_oD9nUjoR0VeNMnaxSrs?authuser=0&hl=en&rclk=1,https://oasisdentalcare.co.in/,Google Maps
"Clove Dental Clinic in Shanthi Colony, Chennai",,+91 40 6926 0044,"4th Ave, opposite to Fab India",4.9,1066,Unknown,"https://www.google.com/maps/place/Clove+Dental+Clinic+in+Shanthi+Colony,+Chennai/data=!4m7!3m6!1s0x3a526420e34ee3a9:0xdfee00bdb8054a99!8m2!3d13.0825132!4d80.2134968!16s%2Fg%2F11g9nl8172!19sChIJqeNO4yBkUjoRmUoFuL0A7t8?authuser=0&hl=en&rclk=1",https://clovedental.in/dentist-near-me/chennai/shanthi-colony?utm_source=website&utm_medium=gmb&utm_campaign=Shanthi_Colony_GMB_Chennai,Google Maps
Dr.Gupta's Dental Specialities Centre,,+91 98841 28209,"A2, Maruthi Apts, 87, Alagappa Rd, adj. to Indian bank, opp. to Lady MCTM School",4.9,1567,Unknown,https://www.google.com/maps/place/Dr.Gupta%27s+Dental+Specialities+Centre/data=!4m7!3m6!1s0x3a5265df88045e25:0x4703ce1f09d8afdd!8m2!3d13.0820221!4d80.2535947!16s%2Fg%2F1tt0pk3q!19sChIJJV4EiN9lUjoR3a_YCR_OA0c?authuser=0&hl=en&rclk=1,http://drguptadentalcare.com/,Google Maps
Supreme Multi Speciality Dental Centre,,+91 95511 18120,"1/5, Kodambakkam, Saidapet Rd",4.7,453,Unknown,https://www.google.com/maps/place/Supreme+Multi+Speciality+Dental+Centre/data=!4m7!3m6!1s0x3a5266e90ea7d323:0x6bd4df877aa94fb5!8m2!3d13.0500269!4d80.2134602!16s%2Fg%2F12hl63539!19sChIJI9OnDulmUjoRtU-peoff1Gs?authuser=0&hl=en&rclk=1,https://www.supremedental.clinic/,Google Maps
Yash Dental - IIT Madras Branch,,+91 90942 77000,"IIT Hospital, 1st Cross Street, IIT, Campus",4.9,503,Unknown,https://www.google.com/maps/place/Yash+Dental+-+IIT+Madras+Branch/data=!4m7!3m6!1s0x3a5267cf71b41579:0x4b4a426586d2c2be!8m2!3d12.9932621!4d80.2317085!16s%2Fg%2F11sytv02ch!19sChIJeRW0cc9nUjoRvsLShmVCSks?authuser=0&hl=en&rclk=1,http://www.yashdental.com/,Google Maps
MM Dental Care,,+91 94440 71251,"No.20A, 3rd Main Rd",4.9,266,Unknown,https://www.google.com/maps/place/MM+Dental+Care/data=!4m7!3m6!1s0x3a5267b5205b4c35:0x39cc01e85fe8c739!8m2!3d13.0345755!4d80.2517597!16s%2Fg%2F11f2wfddl3!19sChIJNUxbILVnUjoROcfoX-gBzDk?authuser=0&hl=en&rclk=1,http://www.24hoursdentist.in/,Google Maps
"Best Dental Clinic - Dr.N.Deenadayalan in Pondy Bazzar , T Nagar Chennai",,+91 91235 35930,"G-4, Sri Devi Apartment, 3, Lakshmikanthan St",4.9,75,Unknown,"https://www.google.com/maps/place/Best+Dental+Clinic+-+Dr.N.Deenadayalan+in+Pondy+Bazzar+,+T+Nagar+Chennai/data=!4m7!3m6!1s0x3a526653e962bfb7:0xfd2622cfb7b83496!8m2!3d13.0400676!4d80.238832!16s%2Fg%2F11f2gslnqd!19sChIJt79i6VNmUjoRljS4t88iJv0?authuser=0&hl=en&rclk=1",https://bestdentalclinicchennai.com/,Google Maps
"Dr.Dilip Dental Centre | TMJ, Migraine, Sleep, Braces, Implant in Chennai",,+91 98845 20520,"GF-3, Ground Floor, vasanth apartments, TF6, near Velammal hall",4.9,1134,Unknown,"https://www.google.com/maps/place/Dr.Dilip+Dental+Centre+%7C+TMJ,+Migraine,+Sleep,+Braces,+Implant+in+Chennai/data=!4m7!3m6!1s0x3a5263df21d80caf:0x695ec84bb6f56151!8m2!3d13.0809417!4d80.1608519!16s%2Fg%2F11b7q1l6l7!19sChIJrwzYId9jUjoRUWH1tkvIXmk?authuser=0&hl=en&rclk=1",https://drdilipdentalcentre.com/,Google Maps
Dr. Shaik's Dental Clinic & Implant Center,,+91 90807 64508,"98, 180, Prakasam Road",5.0,786,Unknown,https://www.google.com/maps/place/Dr.+Shaik%27s+Dental+Clinic+%26+Implant+Center/data=!4m7!3m6!1s0x3a526fb8b929fc25:0x79fbe029db3b84ac!8m2!3d13.0964145!4d80.2865631!16s%2Fg%2F11r9djp720!19sChIJJfwpubhvUjoRrIQ72yng-3k?authuser=0&hl=en&rclk=1,https://drshaiksdentalclinicandimplantce.website3.me/,Google Maps
Acharya Dental,,+91 44 4950 1100,"14/5, Thirumoorthi Nagar 6th St",4.8,1082,Unknown,https://www.google.com/maps/place/Acharya+Dental/data=!4m7!3m6!1s0x3a52664260c81d0f:0x9e6e70cac37f4480!8m2!3d13.0571702!4d80.2462184!16s%2Fg%2F1tg4jtdr!19sChIJDx3IYEJmUjoRgER_w8pwbp4?authuser=0&hl=en&rclk=1,https://www.acharyadental.com/,Google Maps
Blue Dental,,+91 78711 92939,"5, 3rd Ave",4.9,1162,Unknown,https://www.google.com/maps/place/Blue+Dental/data=!4m7!3m6!1s0x3a52642503b72a13:0x2f905ef38f227e08!8m2!3d13.089183!4d80.218447!16s%2Fg%2F11g9j4rc0w!19sChIJEyq3AyVkUjoRCH4ij_NekC8?authuser=0&hl=en&rclk=1,https://bluedental.in/,Google Maps
"Apollo Dental Clinic, Kilpauk | Best Dental Clinic in Chennai | Root Canals, Aligners, Implants, Crowns",,+91 40 6906 3461,"Apollo First Med Hospital, 154, Poonamallee High Rd Near Egmore Railway Station Checkpet, Flyover",4.9,197,Unknown,"https://www.google.com/maps/place/Apollo+Dental+Clinic,+Kilpauk+%7C+Best+Dental+Clinic+in+Chennai+%7C+Root+Canals,+Aligners,+Implants,+Crowns/data=!4m7!3m6!1s0x3a5267d6bf531817:0x6ccc0900885faf63!8m2!3d13.0777085!4d80.2459621!16s%2Fg%2F11p5jv7lr8!19sChIJFxhTv9ZnUjoRY69fiAAJzGw?authuser=0&hl=en&rclk=1",https://apollodental.in/?utm_source=GMB&utm_medium=GMBWebsiteButton&utm_campaign=GMBKilpauk,Google Maps
Rajan Dental,,+91 44 4010 5050,"121/46, Dr Radha Krishnan Salai",4.8,808,Unknown,https://www.google.com/maps/place/Rajan+Dental/data=!4m7!3m6!1s0x3a526629153e1e85:0x55f757673d39e704!8m2!3d13.0437136!4d80.2738952!16s%2Fg%2F1w0p416_!19sChIJhR4-FSlmUjoRBOc5PWdX91U?authuser=0&hl=en&rclk=1,https://rajandental.com/,Google Maps
Pulp Dental Hospital,,+91 91762 10077,"#128 Rosewood Office, Nungambakkam High Rd",4.9,206,Unknown,https://www.google.com/maps/place/Pulp+Dental+Hospital/data=!4m7!3m6!1s0x3a5266416ee8eed9:0x835c3c919906317c!8m2!3d13.0546317!4d80.2499584!16s%2Fg%2F11g6_055xw!19sChIJ2e7obkFmUjoRfDEGmZE8XIM?authuser=0&hl=en&rclk=1,https://pulpdentalhospital.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,Google Maps
"Partha Dental Clinic -Vadapalani, Chennai | Invisalign Provider | Braces, Root Canal & Dental Implants",,+91 93929 45846,"Bus Stop, Jawaharlal Nehru Salai, beside Vasanta Bhavan, near Thiru Nagar",4.9,307,Unknown,"https://www.google.com/maps/place/Partha+Dental+Clinic+-Vadapalani,+Chennai+%7C+Invisalign+Provider+%7C+Braces,+Root+Canal+%26+Dental+Implants/data=!4m7!3m6!1s0x3a52671c5f18a32f:0x7f414a156c2ffeb1!8m2!3d13.0574864!4d80.2118075!16s%2Fg%2F11ptnjgp4f!19sChIJL6MYXxxnUjoRsf4vbBVKQX8?authuser=0&hl=en&rclk=1",https://parthadental.com/dental-skin-hair-clinic-vadapalani/?utm_source=google&utm_medium=gmb&utm_campaign=vadapalani,Google Maps
